name,type,start_time,duration,miso,mosi
Flipper-W5500,result,1.480654,0.000003833,0x03,0x00
Flipper-W5500,result,1.480660667,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.48066575,0.000000083,,
Flipper-W5500,enable,1.501647417,0.000000083,,
Flipper-W5500,result,1.501649083,0.000003833,0x01,0x00
Flipper-W5500,result,1.501653083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.501657083,0.000003833,0x03,0x00
Flipper-W5500,result,1.50166375,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.501668833,0.000000083,,
Flipper-W5500,enable,1.522646667,0.000000083,,
Flipper-W5500,result,1.522648333,0.000003833,0x01,0x00
Flipper-W5500,result,1.522652333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.522656333,0.000003833,0x03,0x00
Flipper-W5500,result,1.522663,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.522668083,0.000000083,,
Flipper-W5500,enable,1.54364775,0.000000083,,
Flipper-W5500,result,1.543649333,0.000003833,0x01,0x00
Flipper-W5500,result,1.543653333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.543657333,0.000003833,0x03,0x00
Flipper-W5500,result,1.543664,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.543669083,0.000000083,,
Flipper-W5500,enable,1.564648833,0.000000083,,
Flipper-W5500,result,1.5646505,0.000003833,0x01,0x00
Flipper-W5500,result,1.5646545,0.000003833,0x02,0x2E
Flipper-W5500,result,1.5646585,0.000003833,0x03,0x00
Flipper-W5500,result,1.564665167,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.56467025,0.000000083,,
Flipper-W5500,enable,1.585649917,0.000000083,,
Flipper-W5500,result,1.585651583,0.000003833,0x01,0x00
Flipper-W5500,result,1.585655583,0.000003833,0x02,0x2E
Flipper-W5500,result,1.585659583,0.000003833,0x03,0x00
Flipper-W5500,result,1.58566625,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.585671333,0.000000083,,
Flipper-W5500,enable,1.606651083,0.000000083,,
Flipper-W5500,result,1.606652667,0.000003833,0x01,0x00
Flipper-W5500,result,1.606656667,0.000003833,0x02,0x2E
