name,type,start_time,duration,miso,mosi
Flipper-W5500,enable,1.189548917,0.000000083,,
Flipper-W5500,result,1.1895505,0.000003833,0x01,0x00
Flipper-W5500,result,1.1895545,0.000003833,0x02,0x1F
Flipper-W5500,result,1.1895585,0.000003833,0x03,0x0C
Flipper-W5500,result,1.1895625,0.000003833,0x00,0x08
Flipper-W5500,disable,1.18956775,0.000000083,,
Flipper-W5500,enable,1.189569,0.000000083,,
Flipper-W5500,result,1.1895705,0.000003833,0x01,0x00
Flipper-W5500,result,1.1895745,0.000003833,0x02,0x1F
Flipper-W5500,result,1.1895785,0.000003833,0x03,0x2C
Flipper-W5500,result,1.1895825,0.000003833,0x00,0x02
Flipper-W5500,disable,1.189587833,0.000000083,,
Flipper-W5500,enable,1.189589,0.000000083,,
Flipper-W5500,result,1.189590583,0.000003833,0x01,0x00
Flipper-W5500,result,1.189594583,0.000003833,0x02,0x1F
Flipper-W5500,result,1.189598583,0.000003833,0x03,0x4C
Flipper-W5500,result,1.189602583,0.000003833,0x00,0x02
Flipper-W5500,disable,1.189607833,0.000000083,,
Flipper-W5500,enable,1.189609083,0.000000083,,
Flipper-W5500,result,1.189610583,0.000003833,0x01,0x00
Flipper-W5500,result,1.189614583,0.000003833,0x02,0x1F
Flipper-W5500,result,1.189618583,0.000003833,0x03,0x6C
Flipper-W5500,result,1.189622583,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189627917,0.000000083,,
Flipper-W5500,enable,1.189629083,0.000000083,,
Flipper-W5500,result,1.189630667,0.000003833,0x01,0x00
Flipper-W5500,result,1.189634667,0.000003833,0x02,0x1F
Flipper-W5500,result,1.189638667,0.000003833,0x03,0x8C
Flipper-W5500,result,1.189642667,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189647917,0.000000083,,
Flipper-W5500,enable,1.189649083,0.000000083,,
Flipper-W5500,result,1.189650667,0.000003833,0x01,0x00
Flipper-W5500,result,1.189654667,0.000003833,0x02,0x1F
Flipper-W5500,result,1.189658667,0.000003833,0x03,0xAC
Flipper-W5500,result,1.189662667,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189667917,0.000000083,,
Flipper-W5500,enable,1.189669167,0.000000083,,
Flipper-W5500,result,1.189670667,0.000003833,0x01,0x00
Flipper-W5500,result,1.189674667,0.000003833,0x02,0x1F
Flipper-W5500,result,1.189678667,0.000003833,0x03,0xCC
Flipper-W5500,result,1.189682667,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189688,0.000000083,,
Flipper-W5500,enable,1.189689167,0.000000083,,
Flipper-W5500,result,1.18969075,0.000003833,0x01,0x00
Flipper-W5500,result,1.18969475,0.000003833,0x02,0x1F
Flipper-W5500,result,1.18969875,0.000003833,0x03,0xEC
Flipper-W5500,result,1.18970275,0.000003833,0x00,0x00
Flipper-W5500,disable,1.189708,0.000000083,,
Flipper-W5500,enable,1.1897115,0.000000083,,
Flipper-W5500,result,1.189713083,0.000003833,0x01,0x00
Flipper-W5500,result,1.189717083,0.000003833,0x02,0x1E
Flipper-W5500,result,1.189721083,0.000003833,0x03,0x0C
Flipper-W5500,result,1.189725083,0.000003833,0x00,0x08
Flipper-W5500,disable,1.189730333,0.000000083,,
Flipper-W5500,enable,1.189731583,0.000000083,,
Flipper-W5500,result,1.189733167,0.000003833,0x01,0x00
Flipper-W5500,result,1.189737167,0.000003833,0x02,0x1E
Flipper-W5500,result,1.189741167,0.000003833,0x03,0x2C
Flipper-W5500,result,1.189745167,0.000003833,0x00,0x02
Flipper-W5500,disable,1.189750417,0.000000083,,
Flipper-W5500,enable,1.189751667,0.000000083,,
Flipper-W5500,result,1.189753167,0.000003833,0x01,0x00
Flipper-W5500,result,1.189757167,0.000003833,0x02,0x1E
Flipper-W5500,result,1.189761167,0.000003833,0x03,0x4C
Flipper-W5500,result,1.189765167,0.000003833,0x00,0x02
Flipper-W5500,disable,1.1897705,0.000000083,,
Flipper-W5500,enable,1.18977175,0.000000083,,
Flipper-W5500,result,1.18977325,0.000003833,0x01,0x00
Flipper-W5500,result,1.18977725,0.000003833,0x02,0x1E
Flipper-W5500,result,1.18978125,0.000003833,0x03,0x6C
Flipper-W5500,result,1.18978525,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189790583,0.000000083,,
Flipper-W5500,enable,1.18979175,0.000000083,,
Flipper-W5500,result,1.189793333,0.000003833,0x01,0x00
Flipper-W5500,result,1.189797333,0.000003833,0x02,0x1E
Flipper-W5500,result,1.189801333,0.000003833,0x03,0x8C
Flipper-W5500,result,1.189805333,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189810583,0.000000083,,
Flipper-W5500,enable,1.189811833,0.000000083,,
Flipper-W5500,result,1.189813417,0.000003833,0x01,0x00
Flipper-W5500,result,1.189817417,0.000003833,0x02,0x1E
Flipper-W5500,result,1.189821417,0.000003833,0x03,0xAC
Flipper-W5500,result,1.189825417,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189830667,0.000000083,,
Flipper-W5500,enable,1.189831917,0.000000083,,
Flipper-W5500,result,1.189833417,0.000003833,0x01,0x00
Flipper-W5500,result,1.189837417,0.000003833,0x02,0x1E
Flipper-W5500,result,1.189841417,0.000003833,0x03,0xCC
Flipper-W5500,result,1.189845417,0.000003833,0x00,0x01
Flipper-W5500,disable,1.18985075,0.000000083,,
Flipper-W5500,enable,1.189852,0.000000083,,
Flipper-W5500,result,1.1898535,0.000003833,0x01,0x00
Flipper-W5500,result,1.1898575,0.000003833,0x02,0x1E
Flipper-W5500,result,1.1898615,0.000003833,0x03,0xEC
Flipper-W5500,result,1.1898655,0.000003833,0x00,0x00
Flipper-W5500,disable,1.189870833,0.000000083,,
Flipper-W5500,enable,1.189874333,0.000000083,,
Flipper-W5500,result,1.18987575,0.000003833,0x01,0x00
Flipper-W5500,result,1.18987975,0.000003833,0x02,0x09
Flipper-W5500,result,1.18988375,0.000003833,0x03,0x04
Flipper-W5500,result,1.18989,0.000003833,0x00,0x02
Flipper-W5500,result,1.189894,0.000003833,0x00,0x00
Flipper-W5500,result,1.189898,0.000003833,0x00,0x00
Flipper-W5500,result,1.189902,0.000003833,0x00,0x00
Flipper-W5500,result,1.189906,0.000003833,0x00,0x00
Flipper-W5500,result,1.18991,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189915333,0.000000083,,
Flipper-W5500,enable,1.189916417,0.000000083,,
Flipper-W5500,result,1.189917833,0.000003833,0x01,0x00
Flipper-W5500,result,1.189921833,0.000003833,0x02,0x01
Flipper-W5500,result,1.189925833,0.000003833,0x03,0x04
Flipper-W5500,result,1.189932083,0.000003833,0x00,0xc0
Flipper-W5500,result,1.189936083,0.000003833,0x00,0xa8
Flipper-W5500,result,1.189940083,0.000003833,0x00,0x01
Flipper-W5500,result,1.189944083,0.000003833,0x00,0x01
Flipper-W5500,disable,1.189949333,0.000000083,,
Flipper-W5500,enable,1.189950417,0.000000083,,
Flipper-W5500,result,1.189951917,0.000003833,0x01,0x00
Flipper-W5500,result,1.189955917,0.000003833,0x02,0x05
Flipper-W5500,result,1.189959917,0.000003833,0x03,0x04
Flipper-W5500,result,1.189966167,0.000003833,0x00,0xff
Flipper-W5500,result,1.189970167,0.000003833,0x00,0xff
Flipper-W5500,result,1.189974167,0.000003833,0x00,0xff
Flipper-W5500,result,1.189978167,0.000003833,0x00,0x00
Flipper-W5500,disable,1.189983417,0.000000083,,
Flipper-W5500,enable,1.1899845,0.000000083,,
Flipper-W5500,result,1.189985917,0.000003833,0x01,0x00
Flipper-W5500,result,1.189989917,0.000003833,0x02,0x0F
Flipper-W5500,result,1.189993917,0.000003833,0x03,0x04
Flipper-W5500,result,1.190000167,0.000003833,0x00,0xc0
Flipper-W5500,result,1.190004167,0.000003833,0x00,0xa8
Flipper-W5500,result,1.190008167,0.000003833,0x00,0x01
Flipper-W5500,result,1.190012167,0.000003833,0x00,0xfa
Flipper-W5500,disable,1.190017417,0.000000083,,
Flipper-W5500,enable,1.19002175,0.000000083,,
Flipper-W5500,result,1.19002325,0.000003833,0x01,0x00
Flipper-W5500,result,1.19002725,0.000003833,0x02,0x09
Flipper-W5500,result,1.19003125,0.000003833,0x03,0x04
Flipper-W5500,result,1.190037417,0.000003833,0x00,0x02
Flipper-W5500,result,1.190041417,0.000003833,0x00,0x00
Flipper-W5500,result,1.190045417,0.000003833,0x00,0x00
Flipper-W5500,result,1.190049417,0.000003833,0x00,0x00
Flipper-W5500,result,1.190053417,0.000003833,0x00,0x00
Flipper-W5500,result,1.190057417,0.000003833,0x00,0x01
Flipper-W5500,disable,1.19006275,0.000000083,,
Flipper-W5500,enable,1.190063833,0.000000083,,
Flipper-W5500,result,1.190065333,0.000003833,0x01,0x00
Flipper-W5500,result,1.190069333,0.000003833,0x02,0x01
Flipper-W5500,result,1.190073333,0.000003833,0x03,0x04
Flipper-W5500,result,1.1900795,0.000003833,0x00,0xc0
Flipper-W5500,result,1.1900835,0.000003833,0x00,0xa8
Flipper-W5500,result,1.1900875,0.000003833,0x00,0x01
Flipper-W5500,result,1.1900915,0.000003833,0x00,0x01
Flipper-W5500,disable,1.190096833,0.000000083,,
Flipper-W5500,enable,1.190097833,0.000000083,,
Flipper-W5500,result,1.190099333,0.000003833,0x01,0x00
Flipper-W5500,result,1.190103333,0.000003833,0x02,0x05
Flipper-W5500,result,1.190107333,0.000003833,0x03,0x04
Flipper-W5500,result,1.190113583,0.000003833,0x00,0xff
Flipper-W5500,result,1.190117583,0.000003833,0x00,0xff
Flipper-W5500,result,1.190121583,0.000003833,0x00,0xff
Flipper-W5500,result,1.190125583,0.000003833,0x00,0x00
Flipper-W5500,disable,1.190130833,0.000000083,,
Flipper-W5500,enable,1.190131917,0.000000083,,
Flipper-W5500,result,1.190133333,0.000003833,0x01,0x00
Flipper-W5500,result,1.190137333,0.000003833,0x02,0x0F
Flipper-W5500,result,1.190141333,0.000003833,0x03,0x04
Flipper-W5500,result,1.190147583,0.000003833,0x00,0xc0
Flipper-W5500,result,1.190151583,0.000003833,0x00,0xa8
Flipper-W5500,result,1.190155583,0.000003833,0x00,0x01
Flipper-W5500,result,1.190159583,0.000003833,0x00,0xfa
Flipper-W5500,disable,1.190164833,0.000000083,,
Flipper-W5500,enable,1.198949083,0.000000083,,
Flipper-W5500,result,1.19895075,0.000003833,0x01,0x00
Flipper-W5500,result,1.19895475,0.000003833,0x02,0x2E
Flipper-W5500,result,1.19895875,0.000003833,0x03,0x04
Flipper-W5500,result,1.19896275,0.000003833,0x00,0x78
Flipper-W5500,disable,1.198968083,0.000000083,,
Flipper-W5500,enable,1.19896925,0.000000083,,
Flipper-W5500,result,1.19897075,0.000003833,0x01,0x00
Flipper-W5500,result,1.19897475,0.000003833,0x02,0x2E
Flipper-W5500,result,1.19897875,0.000003833,0x03,0x00
Flipper-W5500,result,1.1989855,0.000003833,0x78,0x00
Flipper-W5500,disable,1.198990583,0.000000083,,
Flipper-W5500,enable,1.198991667,0.000000083,,
Flipper-W5500,result,1.198993167,0.000003833,0x01,0x00
Flipper-W5500,result,1.198997167,0.000003833,0x02,0x2E
Flipper-W5500,result,1.199001167,0.000003833,0x03,0x04
Flipper-W5500,result,1.199005167,0.000003833,0x00,0x78
Flipper-W5500,disable,1.1990105,0.000000083,,
Flipper-W5500,enable,1.199011417,0.000000083,,
Flipper-W5500,result,1.199012917,0.000003833,0x01,0x00
Flipper-W5500,result,1.199016917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.199020917,0.000003833,0x03,0x00
Flipper-W5500,result,1.199027583,0.000003833,0x78,0x00
Flipper-W5500,disable,1.199032667,0.000000083,,
Flipper-W5500,enable,1.19903375,0.000000083,,
Flipper-W5500,result,1.199035333,0.000003833,0x01,0x00
Flipper-W5500,result,1.199039333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.199043333,0.000003833,0x03,0x04
Flipper-W5500,result,1.199047333,0.000003833,0x00,0xf8
Flipper-W5500,disable,1.199052583,0.000000083,,
Flipper-W5500,enable,1.216205917,0.000000083,,
Flipper-W5500,result,1.2162075,0.000003833,0x01,0x00
Flipper-W5500,result,1.2162115,0.000003833,0x02,0x2E
Flipper-W5500,result,1.2162155,0.000003833,0x03,0x00
Flipper-W5500,result,1.216222167,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.21622725,0.000000083,,
Flipper-W5500,enable,1.237187,0.000000083,,
Flipper-W5500,result,1.237188667,0.000003833,0x01,0x00
Flipper-W5500,result,1.237192667,0.000003833,0x02,0x2E
Flipper-W5500,result,1.237196667,0.000003833,0x03,0x00
Flipper-W5500,result,1.237203333,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.237208417,0.000000083,,
Flipper-W5500,enable,1.258188083,0.000000083,,
Flipper-W5500,result,1.258189667,0.000003833,0x01,0x00
Flipper-W5500,result,1.258193667,0.000003833,0x02,0x2E
Flipper-W5500,result,1.258197667,0.000003833,0x03,0x00
Flipper-W5500,result,1.258204333,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.258209417,0.000000083,,
Flipper-W5500,enable,1.279189167,0.000000083,,
Flipper-W5500,result,1.279190833,0.000003833,0x01,0x00
Flipper-W5500,result,1.279194833,0.000003833,0x02,0x2E
Flipper-W5500,result,1.279198833,0.000003833,0x03,0x00
Flipper-W5500,result,1.2792055,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.279210583,0.000000083,,
Flipper-W5500,enable,1.300190333,0.000000083,,
Flipper-W5500,result,1.300191917,0.000003833,0x01,0x00
Flipper-W5500,result,1.300195917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.300199917,0.000003833,0x03,0x00
Flipper-W5500,result,1.300206583,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.300211667,0.000000083,,
Flipper-W5500,enable,1.321191417,0.000000083,,
Flipper-W5500,result,1.321193083,0.000003833,0x01,0x00
Flipper-W5500,result,1.321197083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.321201083,0.000003833,0x03,0x00
Flipper-W5500,result,1.32120775,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.321212833,0.000000083,,
Flipper-W5500,enable,1.3421925,0.000000083,,
Flipper-W5500,result,1.342194167,0.000003833,0x01,0x00
Flipper-W5500,result,1.342198167,0.000003833,0x02,0x2E
Flipper-W5500,result,1.342202167,0.000003833,0x03,0x00
Flipper-W5500,result,1.342208833,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.342213917,0.000000083,,
Flipper-W5500,enable,1.363193583,0.000000083,,
Flipper-W5500,result,1.36319525,0.000003833,0x01,0x00
Flipper-W5500,result,1.36319925,0.000003833,0x02,0x2E
Flipper-W5500,result,1.36320325,0.000003833,0x03,0x00
Flipper-W5500,result,1.363209917,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.363215,0.000000083,,
Flipper-W5500,enable,1.38419475,0.000000083,,
Flipper-W5500,result,1.384196333,0.000003833,0x01,0x00
Flipper-W5500,result,1.384200333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.384204333,0.000003833,0x03,0x00
Flipper-W5500,result,1.384211,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.384216083,0.000000083,,
Flipper-W5500,enable,1.405195833,0.000000083,,
Flipper-W5500,result,1.4051975,0.000003833,0x01,0x00
Flipper-W5500,result,1.4052015,0.000003833,0x02,0x2E
Flipper-W5500,result,1.4052055,0.000003833,0x03,0x00
Flipper-W5500,result,1.405212167,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.40521725,0.000000083,,
Flipper-W5500,enable,1.426196917,0.000000083,,
Flipper-W5500,result,1.426198583,0.000003833,0x01,0x00
Flipper-W5500,result,1.426202583,0.000003833,0x02,0x2E
Flipper-W5500,result,1.426206583,0.000003833,0x03,0x00
Flipper-W5500,result,1.42621325,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.426218333,0.000000083,,
Flipper-W5500,enable,1.447198,0.000000083,,
Flipper-W5500,result,1.447199667,0.000003833,0x01,0x00
Flipper-W5500,result,1.447203667,0.000003833,0x02,0x2E
Flipper-W5500,result,1.447207667,0.000003833,0x03,0x00
Flipper-W5500,result,1.447214333,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.447219417,0.000000083,,
Flipper-W5500,enable,1.468199167,0.000000083,,
Flipper-W5500,result,1.46820075,0.000003833,0x01,0x00
Flipper-W5500,result,1.46820475,0.000003833,0x02,0x2E
Flipper-W5500,result,1.46820875,0.000003833,0x03,0x00
Flipper-W5500,result,1.4682155,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.4682205,0.000000083,,
Flipper-W5500,enable,1.48920025,0.000000083,,
Flipper-W5500,result,1.489201833,0.000003833,0x01,0x00
Flipper-W5500,result,1.489205833,0.000003833,0x02,0x2E
Flipper-W5500,result,1.489209833,0.000003833,0x03,0x00
Flipper-W5500,result,1.4892165,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.489221583,0.000000083,,
Flipper-W5500,enable,1.510201333,0.000000083,,
Flipper-W5500,result,1.510203,0.000003833,0x01,0x00
Flipper-W5500,result,1.510207,0.000003833,0x02,0x2E
Flipper-W5500,result,1.510211,0.000003833,0x03,0x00
Flipper-W5500,result,1.510217667,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.51022275,0.000000083,,
Flipper-W5500,enable,1.5312025,0.000000083,,
Flipper-W5500,result,1.531204083,0.000003833,0x01,0x00
Flipper-W5500,result,1.531208083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.531212083,0.000003833,0x03,0x00
Flipper-W5500,result,1.53121875,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.531223833,0.000000083,,
Flipper-W5500,enable,1.552203583,0.000000083,,
Flipper-W5500,result,1.55220525,0.000003833,0x01,0x00
Flipper-W5500,result,1.55220925,0.000003833,0x02,0x2E
Flipper-W5500,result,1.55221325,0.000003833,0x03,0x00
Flipper-W5500,result,1.552219917,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.552225,0.000000083,,
Flipper-W5500,enable,1.573204667,0.000000083,,
Flipper-W5500,result,1.573206333,0.000003833,0x01,0x00
Flipper-W5500,result,1.573210333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.573214333,0.000003833,0x03,0x00
Flipper-W5500,result,1.573221,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.573226083,0.000000083,,
Flipper-W5500,enable,1.59420575,0.000000083,,
Flipper-W5500,result,1.594207417,0.000003833,0x01,0x00
Flipper-W5500,result,1.594211417,0.000003833,0x02,0x2E
Flipper-W5500,result,1.594215417,0.000003833,0x03,0x00
Flipper-W5500,result,1.594222083,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.594227167,0.000000083,,
Flipper-W5500,enable,1.615206917,0.000000083,,
Flipper-W5500,result,1.6152085,0.000003833,0x01,0x00
Flipper-W5500,result,1.6152125,0.000003833,0x02,0x2E
Flipper-W5500,result,1.6152165,0.000003833,0x03,0x00
Flipper-W5500,result,1.615223167,0.000003917,0xfa,0x00
Flipper-W5500,disable,1.61522825,0.000000083,,
Flipper-W5500,enable,1.636225417,0.000000083,,
Flipper-W5500,result,1.636227083,0.000003833,0x01,0x00
Flipper-W5500,result,1.636231083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.636235083,0.000003833,0x03,0x00
Flipper-W5500,result,1.63624175,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.636246833,0.000000083,,
Flipper-W5500,enable,1.657209083,0.000000083,,
Flipper-W5500,result,1.65721075,0.000003833,0x01,0x00
Flipper-W5500,result,1.65721475,0.000003833,0x02,0x2E
Flipper-W5500,result,1.65721875,0.000003833,0x03,0x00
Flipper-W5500,result,1.657225417,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.6572305,0.000000083,,
Flipper-W5500,enable,1.678210333,0.000000083,,
Flipper-W5500,result,1.678212,0.000003833,0x01,0x00
Flipper-W5500,result,1.678216,0.000003833,0x02,0x2E
Flipper-W5500,result,1.67822,0.000003833,0x03,0x00
Flipper-W5500,result,1.678226667,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.67823175,0.000000083,,
Flipper-W5500,enable,1.699211333,0.000000083,,
Flipper-W5500,result,1.699213,0.000003833,0x01,0x00
Flipper-W5500,result,1.699217,0.000003833,0x02,0x2E
Flipper-W5500,result,1.699221,0.000003833,0x03,0x00
Flipper-W5500,result,1.699227667,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.69923275,0.000000083,,
Flipper-W5500,enable,1.720212417,0.000000083,,
Flipper-W5500,result,1.720214083,0.000003833,0x01,0x00
Flipper-W5500,result,1.720218083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.720222083,0.000003833,0x03,0x00
Flipper-W5500,result,1.72022875,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.720233833,0.000000083,,
Flipper-W5500,enable,1.7412135,0.000000083,,
Flipper-W5500,result,1.741215167,0.000003833,0x01,0x00
Flipper-W5500,result,1.741219167,0.000003833,0x02,0x2E
Flipper-W5500,result,1.741223167,0.000003833,0x03,0x00
Flipper-W5500,result,1.741229833,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.741234917,0.000000083,,
Flipper-W5500,enable,1.762214667,0.000000083,,
Flipper-W5500,result,1.76221625,0.000003833,0x01,0x00
Flipper-W5500,result,1.76222025,0.000003833,0x02,0x2E
Flipper-W5500,result,1.76222425,0.000003833,0x03,0x00
Flipper-W5500,result,1.762230917,0.000003833,0xfa,0x00
