name,type,start_time,duration,miso,mosi
Flipper-W5500,disable,1.200971,0.000000083,,
Flipper-W5500,enable,1.20097225,0.000000083,,
Flipper-W5500,result,1.20097375,0.000003833,0x01,0x00
Flipper-W5500,result,1.20097775,0.000003833,0x02,0x1E
Flipper-W5500,result,1.20098175,0.000003833,0x03,0xCC
Flipper-W5500,result,1.20098575,0.000003833,0x00,0x01
Flipper-W5500,disable,1.200991083,0.000000083,,
Flipper-W5500,enable,1.20099225,0.000000083,,
Flipper-W5500,result,1.200993833,0.000003833,0x01,0x00
Flipper-W5500,result,1.200997833,0.000003833,0x02,0x1E
Flipper-W5500,result,1.201001833,0.000003833,0x03,0xEC
Flipper-W5500,result,1.201005833,0.000003833,0x00,0x00
Flipper-W5500,disable,1.201011083,0.000000083,,
Flipper-W5500,enable,1.201014583,0.000000083,,
Flipper-W5500,result,1.201016083,0.000003833,0x01,0x00
Flipper-W5500,result,1.201020083,0.000003833,0x02,0x09
Flipper-W5500,result,1.201024083,0.000003833,0x03,0x04
Flipper-W5500,result,1.201030333,0.000003833,0x00,0x02
Flipper-W5500,result,1.201034333,0.000003833,0x00,0x00
Flipper-W5500,result,1.201038333,0.000003833,0x00,0x00
Flipper-W5500,result,1.201042333,0.000003833,0x00,0x00
Flipper-W5500,result,1.201046333,0.000003833,0x00,0x00
Flipper-W5500,result,1.201050333,0.000003833,0x00,0x01
Flipper-W5500,disable,1.201055583,0.000000083,,
Flipper-W5500,enable,1.201056667,0.000000083,,
Flipper-W5500,result,1.201058167,0.000003833,0x01,0x00
Flipper-W5500,result,1.201062167,0.000003833,0x02,0x01
Flipper-W5500,result,1.201066167,0.000003833,0x03,0x04
Flipper-W5500,result,1.201072417,0.000003833,0x00,0xc0
Flipper-W5500,result,1.201076417,0.000003833,0x00,0xa8
Flipper-W5500,result,1.201080417,0.000003833,0x00,0x01
Flipper-W5500,result,1.201084417,0.000003833,0x00,0x01
Flipper-W5500,disable,1.201089667,0.000000083,,
Flipper-W5500,enable,1.20109075,0.000000083,,
Flipper-W5500,result,1.20109225,0.000003833,0x01,0x00
Flipper-W5500,result,1.20109625,0.000003833,0x02,0x05
Flipper-W5500,result,1.20110025,0.000003833,0x03,0x04
Flipper-W5500,result,1.201106417,0.000003833,0x00,0xff
Flipper-W5500,result,1.201110417,0.000003833,0x00,0xff
Flipper-W5500,result,1.201114417,0.000003833,0x00,0xff
Flipper-W5500,result,1.201118417,0.000003833,0x00,0x00
Flipper-W5500,disable,1.20112375,0.000000083,,
Flipper-W5500,enable,1.20112475,0.000000083,,
Flipper-W5500,result,1.20112625,0.000003833,0x01,0x00
Flipper-W5500,result,1.20113025,0.000003833,0x02,0x0F
Flipper-W5500,result,1.20113425,0.000003833,0x03,0x04
Flipper-W5500,result,1.2011405,0.00000375,0x00,0xc0
Flipper-W5500,result,1.2011445,0.000003833,0x00,0xa8
Flipper-W5500,result,1.2011485,0.000003833,0x00,0x01
Flipper-W5500,result,1.2011525,0.000003833,0x00,0xfa
Flipper-W5500,disable,1.20115775,0.000000083,,
Flipper-W5500,enable,1.201162083,0.000000083,,
Flipper-W5500,result,1.2011635,0.000003833,0x01,0x00
Flipper-W5500,result,1.2011675,0.000003833,0x02,0x09
Flipper-W5500,result,1.2011715,0.000003833,0x03,0x04
Flipper-W5500,result,1.20117775,0.000003833,0x00,0x02
Flipper-W5500,result,1.20118175,0.000003833,0x00,0x00
Flipper-W5500,result,1.20118575,0.000003833,0x00,0x00
Flipper-W5500,result,1.20118975,0.000003833,0x00,0x00
Flipper-W5500,result,1.20119375,0.000003833,0x00,0x00
Flipper-W5500,result,1.20119775,0.000003833,0x00,0x01
Flipper-W5500,disable,1.201203083,0.000000083,,
Flipper-W5500,enable,1.201204167,0.000000083,,
Flipper-W5500,result,1.201205583,0.000003833,0x01,0x00
Flipper-W5500,result,1.201209583,0.000003833,0x02,0x01
Flipper-W5500,result,1.201213583,0.000003833,0x03,0x04
Flipper-W5500,result,1.201219833,0.000003833,0x00,0xc0
Flipper-W5500,result,1.201223833,0.000003833,0x00,0xa8
Flipper-W5500,result,1.201227833,0.000003833,0x00,0x01
Flipper-W5500,result,1.201231833,0.000003833,0x00,0x01
Flipper-W5500,disable,1.201237083,0.000000083,,
Flipper-W5500,enable,1.201238167,0.000000083,,
Flipper-W5500,result,1.201239667,0.000003833,0x01,0x00
Flipper-W5500,result,1.201243667,0.000003833,0x02,0x05
Flipper-W5500,result,1.201247667,0.000003833,0x03,0x04
Flipper-W5500,result,1.201253833,0.000003833,0x00,0xff
Flipper-W5500,result,1.201257833,0.000003833,0x00,0xff
Flipper-W5500,result,1.201261833,0.000003833,0x00,0xff
Flipper-W5500,result,1.201265833,0.000003833,0x00,0x00
Flipper-W5500,disable,1.201271167,0.000000083,,
Flipper-W5500,enable,1.201272167,0.000000083,,
Flipper-W5500,result,1.201273667,0.000003833,0x01,0x00
Flipper-W5500,result,1.201277667,0.000003833,0x02,0x0F
Flipper-W5500,result,1.201281667,0.000003833,0x03,0x04
Flipper-W5500,result,1.201287917,0.000003833,0x00,0xc0
Flipper-W5500,result,1.201291917,0.000003833,0x00,0xa8
Flipper-W5500,result,1.201295917,0.000003833,0x00,0x01
Flipper-W5500,result,1.201299917,0.000003833,0x00,0xfa
Flipper-W5500,disable,1.201305167,0.000000083,,
Flipper-W5500,enable,1.21234525,0.000000083,,
Flipper-W5500,result,1.212346917,0.000003833,0x01,0x00
Flipper-W5500,result,1.212350917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.212354917,0.000003833,0x03,0x04
Flipper-W5500,result,1.212358917,0.000003833,0x00,0x78
Flipper-W5500,disable,1.21236425,0.000000083,,
Flipper-W5500,enable,1.212365417,0.000000083,,
Flipper-W5500,result,1.212366917,0.000003833,0x01,0x00
Flipper-W5500,result,1.212370917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.212374917,0.000003833,0x03,0x00
Flipper-W5500,result,1.212381667,0.000003833,0x78,0x00
Flipper-W5500,disable,1.21238675,0.000000083,,
Flipper-W5500,enable,1.212387833,0.000000083,,
Flipper-W5500,result,1.212389417,0.000003833,0x01,0x00
Flipper-W5500,result,1.212393417,0.000003833,0x02,0x2E
Flipper-W5500,result,1.212397417,0.000003833,0x03,0x04
Flipper-W5500,result,1.212401417,0.000003833,0x00,0x78
Flipper-W5500,disable,1.212406667,0.000000083,,
Flipper-W5500,enable,1.212407667,0.000000083,,
Flipper-W5500,result,1.212409167,0.000003833,0x01,0x00
Flipper-W5500,result,1.212413167,0.000003833,0x02,0x2E
Flipper-W5500,result,1.212417167,0.000003833,0x03,0x00
Flipper-W5500,result,1.212423833,0.000003833,0x78,0x00
Flipper-W5500,disable,1.212428917,0.000000083,,
Flipper-W5500,enable,1.21243,0.000000083,,
Flipper-W5500,result,1.2124315,0.000003833,0x01,0x00
Flipper-W5500,result,1.2124355,0.000003833,0x02,0x2E
Flipper-W5500,result,1.2124395,0.000003833,0x03,0x04
Flipper-W5500,result,1.2124435,0.000003833,0x00,0xf8
Flipper-W5500,disable,1.212448833,0.000000083,,
Flipper-W5500,enable,1.2333475,0.000000083,,
Flipper-W5500,result,1.233349083,0.000003833,0x01,0x00
Flipper-W5500,result,1.233353083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.233357083,0.000003833,0x03,0x00
